"food_nutrient_conversion_factor_id","protein_value","fat_value","carbohydrate_value"
"15077","4.27","9.02","3.87"
"15078","4.27","","3.68"
"15079","4.27","9.02","3.87"
"15080","4.27","9.02","3.87"
"15081","4","9","4"
"15082","4","9","4"
"15083","4.27","9.02","3.87"
"15084","4.27","9.02","3.87"
"15085","4.27","9.02","3.87"
"15086","4.27","9.02","3.87"
"15087","4","9","4"
"15088","4","9","4"
"15089","4.27","9.02","3.87"
"15090","4","9","4"
"15091","4","9","4"
"15092","4","9","4"
"15093","4","9","4"
"15094","4","9","4"
"15095","4","9","4"
"15096","4","9","4"
"15097","4","9","4"
"15098","4","9","4"
"15099","4.27","9.02","3.87"
"15100","4.05","8.37","4.12"
"15101","4.05","8.37","4.12"
"15102","4.05","8.37","4.12"
"15103","4.05","8.37","4.12"
"15104","4.05","8.37","4.12"
"15105","3.36","8.37","3.6"
"15106","3.36","8.37","3.6"
"15107","3.36","8.37","3.71"
"15108","3.36","8.37","3.75"
"15109","3.36","8.37","3.78"
"15110","3.36","8.37","3.69"
"15111","3.36","8.37","3.71"
"15112","3.36","8.37","3.75"
"15113","3.36","8.37","3.78"
"15114","3.36","8.37","3.6"
"15115","3.36","8.37","3.71"
"15116","3.36","8.37","3.6"
"15117","3.36","8.37","3.6"
"15118","3.36","8.37","3.6"
"15119","3.36","8.37","3.7"
"15120","3.36","8.37","3.71"
"15121","3.36","8.37","3.92"
"15122","3.36","8.37","3.6"
"15123","3.36","8.37","3.92"
"15124","3.36","8.37","3.92"
"15125","3.36","8.37","3.6"
"15126","3.36","8.37","3.6"
"15127","3.36","8.37","3.6"
"15128","4.27","9.02","3.87"
"15129","4.27","9.02","3.87"
"15130","4.27","9.02","3.87"
"15131","4.27","9.02","3.87"
"15132","4.27","9.02","3.87"
"15133","4.27","9.02","3.87"
"15134","4.27","9.02","3.87"
"15135","4.27","9.02","3.87"
"15136","4.27","9.02","3.87"
"15137","4.27","9.02","3.87"
"15138","4.27","9.02","3.87"
"15139","4.27","9.02","3.87"
"15140","4.27","9.02","3.87"
"15141","4.27","9.02","3.87"
"15142","4.27","9.02","3.87"
"15143","4.27","9.02","3.87"
"15144","4.27","9.02","3.87"
"15145","4.27","9.02","3.87"
"15146","4.27","9.02","3.87"
"15147","4.27","9.02","3.87"
"15148","4.27","9.02","3.87"
"15149","4.27","9.02","3.87"
"15150","3.4","8.4","3.9"
"15151","2.44","8.37","3.9"
"15152","3.36","8.37","3.92"
"15153","3.36","8.37","3.92"
"15154","3.36","8.37","3.92"
"15155","3.36","8.37","3.92"
"15156","3.36","8.37","3.92"
"15157","3.36","8.37","3.92"
"15158","3.36","8.37","3.92"
"15159","3.36","3.87","3.92"
"15160","3.36","8.37","3.92"
"15161","3.36","8.37","3.92"
"15162","3.36","8.37","3.87"
"15163","3.36","8.37","3.92"
"15164","3.36","8.37","3.92"
"15165","3.36","8.37","3.92"
"15166","3.36","8.37","3.87"
"15167","4","9","4"
"15168","3.36","8.37","3.87"
"15169","3.36","8.37","3.87"
"15170","4","9","4"
"15171","3.36","8.37","3.92"
"15172","3.36","8.37","3.87"
"15173","4","9","4"
"15174","3.36","8.37","3.9"
"15175","3.36","8.37","3.8"
"15176","4","9","4"
"15177","4","9","4"
"15178","3.36","8.37","3.9"
"15179","3.36","8.37","3.9"
"15180","3.36","8.37","3.9"
"15181","4.27","8.8","3.9"
"15182","2.44","8.37","3.57"
"15183","2.44","8.37","3.8"
"15184","4","9","4"
"15185","4","9","4"
"15186","2.44","8.37","3.57"
"15187","3.36","8.37","3.9"
"15188","3.9","8.6","4.1"
"15189","4","8.8","3.9"
"15190","4","8.8","3.8"
"15191","2.7","8.4","4"
"15192","4","8.8","4.1"
"15193","4.2","8.4","4.1"
"15194","4.1","8.8","4"
"15195","3.41","8.37","4.12"
"15196","3.82","8.37","4.16"
"15197","3.82","8.37","4.16"
"15198","4.18","8.8","3.94"
"15199","4.15","8.8","3.94"
"15200","4.08","8.74","3.95"
"15201","4.22","8.83","3.99"
"15202","4.23","8.88","3.99"
"15203","4.22","8.89","3.99"
"15204","4.35","8.92","3.8"
"15205","4","9","3.77"
"15206","4.2","8.78","3.88"
"15207","4.27","8.79","3.87"
"15208","4.27","8.79","3.87"
"15209","4.02","8.73","3.97"
"15210","3.96","8.72","3.97"
"15211","","","4"
"15212","4","9","4"
"15213","4","9","4"
"15214","4","9","4"
"15215","4","9","4"
"15216","4.27","9.02","3.87"
"15217","4.27","9.02","3.87"
"15218","4.27","9.02","3.87"
"15219","4.27","9.02","3.87"
"15220","4.27","9.02","3.87"
"15221","4.27","9.02","3.87"
"15222","4.27","9.02","3.87"
"15223","4.27","9.02","3.87"
"15224","4.27","9.02","3.87"
"15225","4.27","9.02","3.87"
"15226","4.27","9.02","3.87"
"15227","4.27","9.02","3.87"
"15228","4.27","9.02","3.87"
"15229","4.27","9.02","3.87"
"15230","4.27","9.02","3.87"
"15231","4.27","9.02","3.87"
"15232","4.27","9.02","3.87"
"15233","4.27","9.02","3.87"
"15234","4.27","9.02","3.87"
"15235","4.27","9.02","3.87"
"15236","4.27","9.02","3.87"
"15237","4.27","9.02","3.87"
"15238","4.27","8.79","3.87"
"15239","4.27","8.79","3.87"
"15240","4.27","8.79","3.87"
"15241","4.27","8.79","3.87"
"15242","4.27","8.79","3.87"
"15243","4.27","8.79","3.87"
"15244","4.27","8.79","3.87"
"15245","4.27","8.79","3.87"
"15246","4.27","8.79","3.87"
"15247","4.36","9.02","3.68"
"15248","4.36","9.02","3.68"
"15249","4.36","9.02","3.68"
"15250","4.36","9.02","3.68"
"15251","4.36","9.02","3.68"
"15252","4.36","9.02","3.68"
"15253","4.36","9.02","3.87"
"15254","4.27","8.79","3.87"
"15255","4.27","8.79","3.87"
"15256","4.27","8.79","3.87"
"15257","4.27","8.79","3.87"
"15258","4.36","9.02","3.68"
"15259","4.27","8.79","3.87"
"15260","4.27","8.79","3.87"
"15261","4.27","8.79","3.87"
"15262","4.27","8.79","3.87"
"15263","4.27","8.79","3.87"
"15264","4.27","8.79","3.87"
"15265","4.27","8.79","3.87"
"15266","4.27","8.79","3.87"
"15267","4.27","8.79","3.87"
"15268","4.36","8.84","3.68"
"15269","2.44","8.37","3"
"15270","2.44","8.37","3.9"
"15271","2.78","8.37","3.44"
"15272","2.44","8.37","3.57"
"15273","2.44","8.37","3.57"
"15274","2.44","8.37","3.57"
"15275","4.1","8.9","4.1"
"15276","4.27","9.02",""
"15277","4.27","9.02","3.87"
"15278","4.27","9.02","3.87"
"15279","4.27","9.02",""
"15280","4","8.7","2.7"
"15281","4.1","8.9","4.1"
"15282","4.1","8.9","4.1"
"15283","4.1","8.9","4.1"
"15284","4.1","8.9","4.1"
"15285","4.1","8.9","4.1"
"15286","4.27","9.02","3.84"
"15287","3.7","8.9","3.9"
"15288","4.1","8.9","4.1"
"15289","2.78","8.37","3.84"
"15290","2.78","8.37","3.84"
"15291","2.78","8.37","3.84"
"15292","3.36","8.37","3.6"
"15293","3","8.4","3.8"
"15294","2.44","8.37","3.57"
"15295","4.1","8.9","4.1"
"15296","","8.62",""
"15297","","9.02",""
"15298","","8.84",""
"15299","","9.02",""
"15300","","9.02",""
"15301","","8.84",""
"15302","","8.84",""
"15303","","8.84",""
"15304","","8.84",""
"15305","","8.84",""
"15306","","8.84",""
"15307","","8.84",""
"15308","","8.84",""
"15309","","8.84",""
"15310","","9.02",""
"15311","","9.02",""
"15312","","8.84",""
"15313","3.87","8.84","4.27"
"15314","3.87","8.84","4.27"
"15315","","8.84",""
"15316","4.27","8.84","3.87"
"15317","4.27","8.84","3.87"
"15318","4.36","8.84","3.8"
"15319","4.36","8.84","3.8"
"15320","","8.84",""
"15321","","8.84",""
"15322","","8.84",""
"15323","","8.84",""
"15324","","8.84",""
"15325","","8.84",""
"15326","","8.84",""
"15327","","8.84",""
"15328","","8.84",""
"15329","","8.84",""
"15330","","8.84",""
"15331","","8.84",""
"15332","4.27","9.02","3.87"
"15333","4.27","9.02","3.87"
"15334","4.27","9.02","3.87"
"15335","4.27","9.02","3.87"
"15336","4.27","9.02","3.87"
"15337","4.27","9.02","3.87"
"15338","4.27","9.02","3.87"
"15339","4.27","9.02","3.87"
"15340","4.27","9.02","3.87"
"15341","4.27","9.02","3.87"
"15342","4.27","9.02","3.87"
"15343","4.27","9.02","3.87"
"15344","4.27","9.02","3.87"
"15345","4.27","9.02","3.87"
"15346","4.27","9.02","3.87"
"15347","4.27","9.02","3.87"
"15348","4.27","9.02","3.87"
"15349","4.27","9.02","3.87"
"15350","4.27","9.02","3.87"
"15351","4.27","9.02","3.87"
"15352","4.27","9.02","3.87"
"15353","4.27","9.02","3.87"
"15354","4.27","9.02","3.87"
"15355","4.27","9.02","3.87"
"15356","4.27","9.02","3.87"
"15357","4.27","9.02","3.87"
"15358","4.27","9.02","3.87"
"15359","4.27","9.02","3.87"
"15360","4.27","9.02","3.87"
"15361","4.27","9.02","3.87"
"15362","4.27","9.02","3.87"
"15363","4.27","9.02","3.87"
"15364","4.27","9.02","3.87"
"15365","4.27","9.02","3.87"
"15366","4.27","9.02","3.87"
"15367","4","9","4"
"15368","3.36","8.37","3.9"
"15369","3.36","8.37","3.9"
"15370","4","9","4"
"15371","4","9","4"
"15372","4","9","4"
"15373","4","9","4"
"15374","4","9","4"
"15375","4","9","4"
"15376","3.4","8.4","3.9"
"15377","","","4.12"
"15378","","","4.12"
"15379","3.47","8.37","3.9"
"15380","3.36","8.37","3.8"
"15381","4.27","9.02","3.87"
"15382","4.27","9.02","3.87"
"15383","4.27","9.02","3.87"
"15384","4.27","9.02","3.87"
"15385","4.27","9.02","3.87"
"15386","4.27","9.02","3.87"
"15387","4.27","9.02","3.87"
"15388","4.27","9.02","3.87"
"15389","4.27","9.02","3.87"
"15390","4.27","9.02","3.87"
"15391","4.27","9.02","3.87"
"15392","4.27","9.02","3.87"
"15393","4.27","9.02","3.87"
"15394","4.27","9.02","3.87"
"15395","4.27","9.02","3.87"
"15396","4.27","9.02","3.87"
"15397","4.27","9.02","3.87"
"15398","4.27","9.02","3.87"
"15399","4.27","9.02","3.87"
"15400","4.27","9.02","3.87"
"15401","4.27","9.02","3.87"
"15402","4.27","9.02","3.87"
"15403","4.27","9.02","3.87"
"15404","4.27","9.02","3.87"
"15405","4.27","9.02","3.87"
"15406","4.27","9.02","3.87"
"15407","4.27","9.02","3.87"
"15408","4.27","9.02","3.87"
"15409","4.27","9.02","3.87"
"15410","4.27","9.02","3.87"
"15411","4.27","9.02","3.87"
"15412","4.27","9.02","3.87"
"15413","4.27","9.02","3.87"
"15414","4.27","9.02","3.87"
"15415","4.27","9.02","3.87"
"15416","4.27","9.02","3.87"
"15417","4.27","9.02","3.87"
"15418","4.27","9.02","3.87"
"15419","4.27","9","3.87"
"15420","4.27","9.02","3.87"
"15421","4.27","9.02","3.87"
"15422","4.27","9.02","3.87"
"15423","4.27","9.02","3.87"
"15424","4.27","9.02","3.87"
"15425","4.27","9.02","3.87"
"15426","4.27","9.02","3.87"
"15427","4.27","9.02","3.87"
"15428","4.27","9.02","3.87"
"15429","4.27","9.02","3.87"
"15430","4","9","4"
"15431","4","9","4"
"15432","4.27","9.02","3.87"
"15433","4.27","9.02","3.87"
"15434","3.47","8.37","4.07"
"15435","3.47","8.37","4.07"
"15436","3.47","8.37","4.07"
"15437","3.47","8.37","4.07"
"15438","3.9","8.9","3.7"
"15439","4","8.8","3.5"
"15440","3.47","8.37","4.07"
"15441","3.47","8.37","4.07"
"15442","3.47","8.37","4.07"
"15443","3.47","8.37","4.07"
"15444","3.47","8.37","4.07"
"15445","3.47","8.37","4.07"
"15446","3.47","8.37","4.07"
"15447","3.47","8.37","4.07"
"15448","3.47","8.37","4.07"
"15449","3.47","8.37","4.07"
"15450","3.47","8.37","4.07"
"15451","3.47","8.37","4.07"
"15452","3.47","8.37","4.07"
"15453","3.47","8.37","4.07"
"15454","3.47","8.37","4.07"
"15455","3.47","8.37","4.07"
"15456","3.47","8.37","4.07"
"15457","3.47","8.37","4.07"
"15458","3.47","8.37","4.07"
"15459","3.47","8.37","4.07"
"15460","3.47","8.37","4.07"
"15461","3.47","8.37","4.07"
"15462","3.47","8.37","4.07"
"15463","3.47","8.37","4.07"
"15464","3.47","8.37","4.07"
"15465","3.47","8.37","4.07"
"15466","3.47","8.37","4.07"
"15467","3.47","8.37","4.07"
"15468","3.47","8.37","4.07"
"15469","3.47","8.37","4.07"
"15470","3.47","8.37","4.07"
"15471","3.47","8.37","4.07"
"15472","3.47","8.37","4.07"
"15473","3.47","8.37","4.07"
"15474","3.47","8.37","4.07"
"15475","3.47","8.37","4.07"
"15476","3.47","8.37","4.07"
"15477","3.47","8.37","4.07"
"15478","3.47","8.37","4.07"
"15479","3.47","8.37","4.07"
"15480","3.47","8.37","4.07"
"15481","3.47","8.37","4.07"
"15482","3.47","8.37","4.07"
"15483","3.47","8.37","4.07"
"15484","3.47","8.37","4.07"
"15485","3.47","8.37","4.07"
"15486","4.27","9.02","3.87"
"15487","4.27","9.02","3.87"
"15488","4.27","9.02","3.87"
"15489","4.27","9.02","3.87"
"15490","4.27","9.02","3.87"
"15491","4.27","9.02","3.87"
"15492","4.27","9.02","3.87"
"15493","4.27","9.02","3.87"
"15494","4.27","9.02","3.87"
"15495","4.27","9.02","3.87"
"15496","4.27","9.02","3.87"
"15497","4.27","9.02","3.87"
"15498","4.27","9.02","3.87"
"15499","4.27","9.02","3.87"
"15500","4.27","9.02","3.87"
"15501","4.27","9.02","3.87"
"15502","4.27","9.02","3.87"
"15503","4.27","9.02","3.87"
"15504","4.27","9.02","3.87"
"15505","4.27","9.02","3.87"
"15506","4.27","9.02","3.87"
"15507","4.27","9.02","3.87"
"15508","4.27","9.02","3.87"
"15509","4.27","9.02","3.87"
"15510","4.27","9.02","3.87"
"15511","4.27","9.02","3.87"
"15512","4.27","9.02","3.87"
"15513","4.27","9.02","3.87"
"15514","4.27","9.02","3.87"
"15515","4.27","9.02","3.87"
"15516","4.27","9.02","3.87"
"15517","4.27","9.02","3.87"
"15518","4.27","9.02","3.87"
"15519","4.27","9.02","3.87"
"15520","4.27","9.02","3.87"
"15521","4.27","9.02","3.87"
"15522","4.27","9.02","3.87"
"15523","4.27","9.02","3.87"
"15524","4.27","9.02","3.87"
"15525","4.27","9.02","3.87"
"15526","4","9","4"
"15527","4","4","4"
"15528","4.27","9.02","3.87"
"15529","4.27","9.02","3.87"
"15530","4.27","9.02","3.87"
"15531","4.27","9.02","3.87"
"15532","4.27","9.02","3.87"
"15533","4.27","9.02","3.68"
"15534","4","9","4"
"15535","4","9","4"
"15536","4.27","9.02","3.87"
"15537","4.27","9.02","3.87"
"15538","4.27","9.02","3.87"
"15539","4.27","9.02","3.87"
"15540","4.27","9.02","3.87"
"15541","3.59","8.37","3.78"
"15542","3.46","8.37","4.16"
"15543","3.82","8.37","4.16"
"15544","4.05","8.37","4.12"
"15545","4.05","8.37","4.12"
"15546","3.6","8.37","4.1"
"15547","3.46","8.37","4.12"
"15548","3.46","8.37","4.12"
"15549","3.82","8.37","4.16"
"15550","3.59","8.37","3.78"
"15551","3.82","8.37","4.16"
"15552","4.05","8.37","4.12"
"15553","4.05","8.37","4.12"
"15554","4.05","8.37","4.12"
"15555","3.36","8.37","3.6"
"15556","3.36","8.37","3.6"
"15557","3.36","8.37","3.7"
"15558","3.36","8.37","3.6"
"15559","3.36","8.37","3.6"
"15560","3.36","8.37","3.92"
"15561","3.36","8.37","3.92"
"15562","3.36","8.37","3.92"
"15563","3.36","8.37","3.6"
"15564","3.36","8.37","3.7"
"15565","3.36","8.37","3.69"
"15566","3.36","8.37","3.71"
"15567","3.36","8.37","3.6"
"15568","3.36","8.37","3.6"
"15569","3.36","8.37","3.6"
"15570","3.36","8.37","3.6"
"15571","3.36","8.37","3.6"
"15572","3.36","8.37","3.6"
"15573","3.36","8.37","3.6"
"15574","3.36","8.37","3.75"
"15575","3.36","8.37","3.6"
"15576","3.36","8.37","3.75"
"15577","3.36","8.37","3.6"
"15578","3.36","8.37","3.6"
"15579","3.36","8.37","3.6"
"15580","3.36","8.37","3.6"
"15581","3.36","8.37","3.71"
"15582","3.36","8.37","3.6"
"15583","3.36","8.37","3.7"
"15584","3.36","8.37","3.71"
"15585","3.36","8.37","3.75"
"15586","3.36","8.37","3.84"
"15587","3.36","8.37","3.82"
"15588","3.36","8.37","3.6"
"15589","3.36","8.37","3.6"
"15590","4.27","9.02","3.87"
"15591","4.27","9.02","3.87"
"15592","4.27","9.02","3.87"
"15593","4.27","9.02","3.87"
"15594","4.27","9.02","3.87"
"15595","4.27","9.02","3.87"
"15596","4.27","9.02","3.87"
"15597","4.27","9.02","3.87"
"15598","4.27","9.02","3.87"
"15599","4.27","9.02","3.87"
"15600","4.27","9.02","3.87"
"15601","4.27","9.02","3.87"
"15602","4.27","9.02","3.87"
"15603","4.27","9.02","3.87"
"15604","4.27","9.02","3.87"
"15605","4.27","9.02","3.87"
"15606","4.27","9.02","3.87"
"15607","4.27","9.02","3.87"
"15608","4.27","9.02","3.87"
"15609","4.27","9.02","3.87"
"15610","4.27","9.02","3.87"
"15611","4.27","9.02","3.87"
"15612","4.27","9.02","3.87"
"15613","4.27","9.02","3.87"
"15614","4.27","9.02","3.87"
"15615","4.27","9.02","3.87"
"15616","4.27","9.02","3.87"
"15617","4.27","9.02","3.87"
"15618","4.27","9.02","3.87"
"15619","4.27","9.02","3.87"
"15620","4.27","9.02","3.87"
"15621","4.27","9.02","3.87"
"15622","4.27","9.02","3.87"
"15623","4.27","9.02","3.87"
"15624","4.27","9.02","3.87"
"15625","4.27","9.02","3.87"
"15626","4.27","9.02","3.87"
"15627","4.27","9.02","3.87"
"15628","4.27","9.02","3.87"
"15629","4.27","9.02","3.87"
"15630","4.27","9.02","3.87"
"15631","4.27","9.02","3.87"
"15632","4.27","9.02","3.87"
"15633","4.27","9.02","3.87"
"15634","4.27","9.02","3.87"
"15635","4","9","4"
"15636","4","9","4"
"15637","4","9","4"
"15638","3.36","8.37","3.92"
"15639","3.36","8.37","3.92"
"15640","3.47","8.37","3.9"
"15641","4","9","4"
"15642","4","9","4"
"15643","3.47","8.37","4.07"
"15644","4","9","4"
"15645","3.47","8.37","4.07"
"15646","4","9","4"
"15647","4","9","4"
"15648","3.36","8.37","3.9"
"15649","3.36","8.37","3.9"
"15650","3.36","8.37","3.9"
"15651","3.36","8.37","3.9"
"15652","2.44","8.37","3.57"
"15653","2.44","8.37","3.57"
"15654","4","9","4"
"15655","3.36","8.37","3.8"
"15656","4.27","9.02","3.87"
"15657","4.27","8.92","3.87"
"15658","4.27","9.02","3.87"
"15659","4.27","9.02","3.87"
"15660","4.27","9.02","3.87"
"15661","4.27","9.02","3.87"
"15662","3.57","9.02","3.68"
"15663","4.27","9.02","3.87"
"15664","4.27","9.02","3.87"
"15665","4.27","9.02","3.87"
"15666","4.27","9.02","3.87"
"15667","4.27","9.02","3.87"
"15668","4.27","9.02","3.87"
"15669","4.2","8.94","3.97"
"15670","4.27","9.02","3.87"
"15671","4.27","9.02","3.87"
"15672","4.27","9.02","3.87"
"15673","4.27","9.02","3.87"
"15674","4.27","9.02","3.87"
"15675","4.27","9.02","3.87"
"15676","4.27","9.02","4.11"
"15677","4.27","9.02","3.87"
"15678","4.27","9.02","4.11"
"15679","4.27","9.02","4.11"
"15680","4.27","9.02","4.11"
"15681","4.27","9.02","4.11"
"15682","4.27","9.02","4.11"
"15683","4.27","9.02","4.11"
"15684","4.27","9.02","4.11"
"15685","4.27","9.02","4.11"
"15686","4.27","9.02","4.11"
"15687","4.27","8.84","4.12"
"15688","4.27","9.02","4.11"
"15689","4.27","9.02","4.11"
"15690","4.27","9.02","4.11"
"15691","4.27","9.02","4.11"
"15692","4.27","9.02","4.11"
"15693","4.27","9.02","4.11"
"15694","4.27","9.02","4.11"
"15695","4.27","8.84","4.12"
"15696","4.27","9.02","3.87"
"15697","4.27","9.02","4.11"
"15698","4.27","9.02","3.87"
"15699","4.27","9.02","3.87"
"15700","4.27","9.02","3.87"
"15701","4.27","9","3.87"
"15702","4.27","9.02","3.87"
"15703","4.27","9.02","3.87"
"15704","4.27","9.02","3.87"
"15705","4.27","9.02","3.87"
"15706","4.27","9.02","3.87"
"15707","4.27","9.02","3.87"
"15708","4.27","9.02","3.87"
"15709","4.27","9.02","3.87"
"15710","4.27","9.02","3.87"
"15711","4.27","9.02","3.87"
"15712","4.27","9.02","3.87"
"15713","4.36","9.02","3.68"
"15714","4.27","9.02","3.87"
"15715","4.27","9.02","3.87"
"15716","4.27","9.02","3.87"
"15717","4.27","9.02","3.87"
"15718","4.27","9.02","3.87"
"15719","4.27","9.02","3.87"
"15720","4.27","9.02","3.87"
"15721","4.27","9.02","3.87"
"15722","4.27","9.02","3.87"
"15723","4.27","9.02","4.11"
"15724","4.27","9.02","4.11"
"15725","4.27","9.02","3.87"
"15726","3.47","8.37","4.07"
"15727","3.47","8.37","4.07"
"15728","3.47","8.37","4.07"
"15729","3.47","8.37","4.07"
"15730","3.47","8.37","4.07"
"15731","3.47","8.37","4.07"
"15732","3.47","8.37","4.07"
"15733","3.47","8.37","4.07"
"15734","3.47","8.37","4.07"
"15735","3.47","8.37","4.07"
"15736","3.47","8.37","4.07"
"15737","3.47","8.37","4.07"
"15738","3.47","8.37","4.07"
"15739","3.47","8.37","4.07"
"15740","3.47","8.37","4.07"
"15741","3.47","8.37","4.07"
"15742","3.47","8.37","4.07"
"15743","3.48","8.37","4.07"
"15744","3.47","8.37","4.07"
"15745","3.47","8.37","4.07"
"15746","3.47","8.37","4.07"
"15747","3.47","8.37","4.07"
"15748","3.47","8.37","4.07"
"15749","3.47","8.37","4.07"
"15750","3.5","8.4","4"
"15751","3.5","8.4","4"
"15752","3.47","8.37","4.07"
"15753","3.47","8.37","4.07"
"15754","3.47","8.37","4.07"
"15755","3.47","8.37","4.07"
"15756","3.47","8.37","4.07"
"15757","3.47","8.37","4.07"
"15758","3.47","8.37","4.07"
"15759","3.47","8.37","4.05"
"15760","4.27","8.37","4.07"
"15761","3.47","8.37","4.07"
"15762","3.47","8.37","4.07"
"15763","3.47","8.37","4.07"
"15764","3.47","8.37","4.07"
"15765","3.47","8.37","4.07"
"15766","3.47","8.37","4.07"
"15767","3.47","8.37","4.07"
"15768","3.47","8.37","4.07"
"15769","3.47","8.37","4.07"
"15770","3.47","8.37","4.07"
"15771","3.47","8.37","4.07"
"15772","3.47","8.37","4.07"
"15773","3.47","8.37","4.07"
"15774","4.27","9.02","3.87"
"15775","4.27","9.02","3.87"
"15776","4.27","9.02","3.87"
"15777","4.27","9.02","3.87"
"15778","4.27","9.02","3.87"
"15779","4.27","9.02","3.87"
"15780","4.27","9.02","3.87"
"15781","4.27","9.02","3.87"
"15782","4.27","9.02","3.87"
"15783","4.27","9.02","3.87"
"15784","4.27","9.02","3.87"
"15785","4.27","9.02","3.87"
"15786","4.27","9.02","3.87"
"15787","4.27","9.02","3.87"
"15788","4.27","9.02","3.87"
"15789","4.27","9.02","3.87"
"15790","4.27","9.02","3.87"
"15791","4.27","9.02","3.87"
"15792","4.27","9.02","3.87"
"15793","4.27","9.02","3.87"
"15794","4.27","9.02","3.87"
"15795","4.27","9.02","3.87"
"15796","4.27","9.02","3.87"
"15797","4.27","9.02","3.87"
"15798","4.27","9.02","3.87"
"15799","4.27","9.02","3.87"
"15800","4.27","9.02","3.87"
"15801","4.27","9.02","3.87"
"15802","4.27","9.02","3.87"
"15803","4.27","9.02","3.87"
"15804","4.27","9.02","3.87"
"15805","4.27","9.02","3.87"
"15806","4.27","9.02","3.87"
"15807","4.27","9.02","3.87"
"15808","4.27","9.02","3.87"
"15809","4.27","9.02","3.87"
"15810","4.27","9.02","3.87"
"15811","4.27","9.02","3.87"
"15812","4.27","9.02","3.87"
"15813","4.27","9.02","3.87"
"15814","4.27","9.02","3.87"
"15815","4.27","9.02","3.87"
"15816","4.27","9.02","3.87"
"15817","4.27","9.02","3.87"
"15818","4.27","9.02","3.87"
"15819","4.27","9.02","3.87"
"15820","4.27","9.02","3.87"
"15821","4.27","9.02","3.87"
"15822","4.27","9.02","3.87"
"15823","4.27","9.02","3.87"
"15824","4.27","9.02","3.87"
"15825","4.27","9.02","3.87"
"15826","4.27","9.02","3.87"
"15827","4.27","9.02","3.87"
"15828","4.27","9.02","3.87"
"15829","4.27","9.02","3.87"
"15830","4.27","9.02","4.11"
"15831","4.27","9.02","4.11"
"15832","4.27","9.02","4.11"
"15833","4.27","9.02","4.11"
"15834","4.27","9.02","3.87"
"15835","4.27","9.02","3.87"
"15836","4.27","9.02","3.87"
"15837","4.27","9.02","3.87"
"15838","4.27","9.02","3.87"
"15839","4.27","9.02","3.87"
"15840","4.27","9.02","3.87"
"15841","4.27","9.02","3.87"
"15842","4.27","9.02","3.87"
"15843","4.27","9.02","3.87"
"15844","4.27","9.02","3.87"
"15845","4.27","9.02","3.87"
"15846","4.27","9.02","3.87"
"15847","4.27","9.02","3.87"
"15848","4.27","9.02","3.87"
"15849","4.27","9.02","3.87"
"15850","4.27","9.02","3.87"
"15851","4.27","9.02","3.87"
"15852","4.27","9.02","3.87"
"15853","4.27","9.02","3.87"
"15854","4.27","9.02","3.87"
"15855","4.27","9.02","3.87"
"15856","4.27","9.02",""
"15857","4.27","9.02",""
"15858","4.27","9.02",""
"15859","4.27","9.02",""
"15860","4.27","9.02",""
"15861","4.27","9.02","3.87"
"15862","4.27","9.02","3.87"
"15863","4.27","9.02","3.87"
"15864","4.27","9.02","3.87"
"15865","4.27","9.02","3.87"
"15866","4.27","9.02","3.87"
"15867","4.27","9.02","3.87"
"15868","4.27","9.02","3.87"
"15869","4.27","9.02","3.87"
"15870","4.27","9.02","3.87"
"15871","4.27","9.02","3.87"
"15872","4.27","9.02","3.87"
"15873","4.27","9.02","3.87"
"15874","4.27","9.02","3.87"
"15875","4.27","9.02","3.87"
"15876","4.27","9.02","3.87"
"15877","4.27","9.02","3.87"
"15878","4.27","9.02","3.87"
"15879","4.27","9.02","3.87"
"15880","4.27","9.02","3.87"
"15881","4.27","9.02","3.87"
"15882","4.27","9.02","3.87"
"15883","4.27","9.02","3.87"
"15884","4.27","9.02","3.87"
"15885","4.27","9.02","3.87"
"15886","4.27","9.02","3.87"
"15887","4.27","9.02","3.87"
"15888","4.27","9.02","3.87"
"15889","4.27","9.02","3.87"
"15890","4.27","9.02","3.87"
"15891","4.27","9.02","3.87"
"15892","4.27","9.02","3.87"
"15893","4.27","9.02","3.87"
"15894","4.27","9.02","3.87"
"15895","4.27","9.02","3.87"
"15896","4.27","9.02","3.87"
"15897","4.27","9.02","3.87"
"15898","4.27","9.02","3.87"
"15899","4.27","9.02","3.87"
"15900","4.27","9.02","3.87"
"15901","4.27","9.02","3.87"
"15902","4.27","9.02","3.87"
"15903","4.27","9.02","3.87"
"15904","4.27","9.02","3.87"
"15905","4.27","9.02","3.87"
"15906","4.27","9.02","3.87"
"15907","4.27","9.02","3.87"
"15908","4.27","9.02","3.87"
"15909","4.27","9.02","3.87"
"15910","4.27","9.02","3.87"
"15911","4.27","9.02","3.87"
"15912","4.27","9.02","3.87"
"15913","4.27","9.02","3.87"
"15914","4.27","9.02","3.87"
"15915","4.27","9.02","3.87"
"15916","4.27","9.02","3.87"
"15917","4.27","9.02","3.87"
"15918","4.27","9.02","3.87"
"15919","4.27","9.02","3.87"
"15920","4","9","4.2"
"15921","2.44","8.87","3.57"
"15922","4.2","8.7","3.9"
"15923","4.2","8.7","3.9"
"15924","2.44","8.37","3.57"
"15925","2.44","8.37","3.57"
"15926","4","9","4"
"15927","4","9","4"
"15928","4","9","4"
"15929","4","9","4"
"15930","4","9","4"
