"id","description","last_updated"
"167900","Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted","2019-04-01"
"167901","Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw","2019-04-01"
"167902","Pork, fresh, ground, raw","2019-04-01"
"167903","Pork, fresh, ground, cooked","2019-04-01"
"167904","Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled","2019-04-01"
"167905","Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted","2019-04-01"
"167906","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked","2019-04-01"
"167907","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw","2019-04-01"
"167908","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked","2019-04-01"
"167909","HORMEL, Cure 81 Ham","2019-04-01"
"167910","HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored","2019-04-01"
"167911","HORMEL Canadian Style Bacon","2019-04-01"
"167912","Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled","2019-04-01"
"167913","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled","2019-04-01"
"167914","Pork, cured, bacon, cooked, baked","2019-04-01"
"167915","Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted","2019-04-01"
"167916","Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated","2019-04-01"
"167917","Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted","2019-04-01"
"167918","Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil","2019-04-01"
"167919","Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted","2019-04-01"
"167920","Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted","2019-04-01"
"167921","Pillsbury Grands, Buttermilk Biscuits, refrigerated dough","2019-04-01"
"167922","Heinz, Weight Watcher, Chocolate Eclair, frozen","2019-04-01"
"167923","Interstate Brands Corp, Wonder Hamburger Rolls","2019-04-01"
"167924","Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes","2019-04-01"
"167925","Crackers, cheese, sandwich-type with cheese filling","2019-04-01"
"167926","Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)","2019-04-01"
"167927","Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)","2019-04-01"
"167928","Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)","2019-04-01"
"167929","Muffin, blueberry, commercially prepared, low-fat","2019-04-01"
"167930","Pie crust, refrigerated, regular, baked","2019-04-01"
"167931","Pie crust, deep dish, frozen, baked, made with enriched flour","2019-04-01"
"167932","Pie crust, refrigerated, regular, unbaked","2019-04-01"
"167933","Crackers, whole-wheat, reduced fat","2019-04-01"
"167934","Crackers, wheat, reduced fat","2019-04-01"
"167935","Bread, pan dulce, sweet yeast bread","2019-04-01"
"167936","Keikitos (muffins), Latino bakery item","2019-04-01"
"167937","Cake, pound, Bimbo Bakeries USA, Panque Casero, home baked style","2019-04-01"
"167938","Pan Dulce, La Ricura, Salpora de Arroz con Azucar, cookie-like, contains wheat flour and rice flour","2019-04-01"
"167939","Garlic bread, frozen","2019-04-01"
"167940","Cinnamon buns, frosted (includes honey buns)","2019-04-01"
"167941","Crackers, cheese, reduced fat","2019-04-01"
"167942","Crackers, saltines, whole wheat (includes multi-grain)","2019-04-01"
"167943","Bread, potato","2019-04-01"
"167944","Bread, cheese","2019-04-01"
"167945","Focaccia, Italian flatbread, plain","2019-04-01"
"167946","SCHIFF,TIGER'S MILK BAR","2019-04-01"
"167947","Candies, TOBLERONE, milk chocolate with honey and almond nougat","2019-04-01"
"167948","Snacks, corn-based, extruded, onion-flavor","2019-04-01"
"167949","Snacks, corn-based, extruded, puffs or twists, cheese-flavor","2019-04-01"
"167950","Snacks, KRAFT, CORNNUTS, plain","2019-04-01"
"167951","Snacks, crisped rice bar, chocolate chip","2019-04-01"
"167952","Snacks, granola bars, hard, chocolate chip","2019-04-01"
"167953","Fruit syrup","2019-04-01"
"167954","Snacks, granola bars, soft, uncoated, plain","2019-04-01"
"167955","Snacks, granola bars, soft, uncoated, peanut butter","2019-04-01"
"167956","Topping, SMUCKER'S MAGIC SHELL","2019-04-01"
"167957","Syrup, fruit flavored","2019-04-01"
"167958","Snacks, oriental mix, rice-based","2019-04-01"
"167959","Snacks, popcorn, air-popped","2019-04-01"
"167960","Snacks, popcorn, cheese-flavor","2019-04-01"
"167961","Snacks, pork skins, plain","2019-04-01"
"167962","Snacks, potato chips, barbecue-flavor","2019-04-01"
"167963","Snacks, potato chips, sour-cream-and-onion-flavor","2019-04-01"
"167964","Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel","2019-04-01"
"167965","Snacks, pretzels, hard, whole-wheat including both salted and unsalted","2019-04-01"
"167966","Snacks, rice cracker brown rice, plain","2019-04-01"
"167967","Snacks, rice cakes, brown rice, buckwheat","2019-04-01"
"167968","Snacks, trail mix, tropical","2019-04-01"
"167969","Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds","2019-04-01"
"167970","Snacks, tortilla chips, taco-flavor","2019-04-01"
"167971","Candies, TOOTSIE ROLL, chocolate-flavor roll","2019-04-01"
"167972","Candies, butterscotch","2019-04-01"
"167973","Candies, carob, unsweetened","2019-04-01"
"167974","Candies, caramels","2019-04-01"
"167975","Candies, CARAMELLO Candy Bar","2019-04-01"
"167976","Candies, semisweet chocolate","2019-04-01"
"167977","Candies, sweet chocolate","2019-04-01"
"167978","Candies, sweet chocolate coated fondant","2019-04-01"
"167979","Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES","2019-04-01"
"167980","Candies, confectioner's coating, butterscotch","2019-04-01"
"167981","Ice creams, french vanilla, soft-serve","2019-04-01"
"167982","Candies, YORK Peppermint Pattie","2019-04-01"
"167983","Candies, TWIZZLERS NIBS CHERRY BITS","2019-04-01"
"167984","Candies, SYMPHONY Milk Chocolate Bar","2019-04-01"
"167985","Candies, 5TH AVENUE Candy Bar","2019-04-01"
"167986","Candies, fondant, prepared-from-recipe","2019-04-01"
"167987","Candies, fudge, chocolate, prepared-from-recipe","2019-04-01"
"167988","Candies, fudge, chocolate, with nuts, prepared-from-recipe","2019-04-01"
"167989","Candies, gumdrops, starch jelly pieces","2019-04-01"
"167990","Candies, hard","2019-04-01"
"167991","Candies, jellybeans","2019-04-01"
"167992","Candies, KIT KAT Wafer Bar","2019-04-01"
"167993","Candies, KRACKEL Chocolate Bar","2019-04-01"
"167994","Candies, MARS SNACKFOOD US, MARS Almond Bar","2019-04-01"
"167995","Candies, marshmallows","2019-04-01"
"167996","Candies, halavah, plain","2019-04-01"
"167997","Candies, NESTLE, OH HENRY! Bar","2019-04-01"
"167998","Puddings, chocolate, dry mix, instant, prepared with 2% milk","2019-04-01"
"167999","Baking chocolate, mexican, squares","2019-04-01"
"168000","Chocolate-flavored hazelnut spread","2019-04-01"
"168001","Candies, milk chocolate coated peanuts","2019-04-01"
"168002","Glutino, Gluten Free Wafers, Lemon Flavored","2019-04-01"
"168003","Glutino, Gluten Free Wafers, Milk Chocolate","2019-04-01"
"168004","Mary's Gone Crackers, Original Crackers, Organic Gluten Free","2019-04-01"
"168005","Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar","2019-04-01"
"168006","Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza","2019-04-01"
"168007","Sage Valley, Gluten Free Vanilla Sandwich Cookies","2019-04-01"
"168008","Schar, Gluten-Free, Classic White Rolls","2019-04-01"
"168009","Schar, Gluten-Free, Wheat-Free, Classic White Bread","2019-04-01"
"168010","Udi's, Gluten Free, Classic French Dinner Rolls","2019-04-01"
"168011","Van's, Gluten Free, Totally Original Waffles","2019-04-01"
"168012","Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free","2019-04-01"
"168013","Bread, multi-grain (includes whole-grain)","2019-04-01"
"168014","Cookies, animal crackers (includes arrowroot, tea biscuits)","2019-04-01"
"168015","Sweet Potatoes, french fried, crosscut, frozen, unprepared","2019-04-01"
"168016","Sweet Potato puffs, frozen, unprepared","2019-04-01"
"168017","Mouse nuts, roots (Alaska Native)","2019-04-01"
"168018","Mouse nuts, seedlings (Alaska Native)","2019-04-01"
"168019","Octopus (Alaska Native)","2019-04-01"
"168020","Seal, bearded (Oogruk), meat, dried (Alaska Native)","2019-04-01"
"168021","Fish, pike, northern, liver (Alaska Native)","2019-04-01"
"168022","Rhubarb, wild, leaves (Alaska Native)","2019-04-01"
"168023","Fish, salmon, tipnuk, fermented (Alaska Native)","2019-04-01"
"168024","Fish, salmon, king, chinook, kippered, canned (Alaska Native)","2019-04-01"
"168025","Seal, ringed, meat (Alaska Native)","2019-04-01"
"168026","Seal, ringed, liver (Alaska Native)","2019-04-01"
"168027","Soup, fish, homemade (Alaska Native)","2019-04-01"
"168028","Sourdock, young leaves (Alaska Native)","2019-04-01"
"168029","Walrus, meat, raw (Alaska Native)","2019-04-01"
"168030","Walrus, meat and subcutaneous fat raw (Alaska Native)","2019-04-01"
"168031","Walrus, liver, raw (Alaska Native)","2019-04-01"
"168032","Oil, walrus (Alaska Native)","2019-04-01"
"168033","Fish, whitefish, mixed species, raw (Alaska Native)","2019-04-01"
"168034","Fish, whitefish, broad, head, eyes, cheeks and soft bones (Alaska Native)","2019-04-01"
"168035","Willow, leaves in oil (Alaska Native)","2019-04-01"
"168036","Willow, young leaves, chopped (Alaska Native)","2019-04-01"
"168037","Corn, white, steamed (Navajo)","2019-04-01"
"168038","Cornmeal, white (Navajo)","2019-04-01"
"168039","Cornmeal, yellow (Navajo)","2019-04-01"
"168040","Squash, Indian, raw (Navajo)","2019-04-01"
"168041","Tortilla, includes plain and from mutton sandwich (Navajo)","2019-04-01"
"168042","Stew, dumpling with mutton (Navajo)","2019-04-01"
"168043","Stew, hominy with mutton (Navajo)","2019-04-01"
"168044","Stew, mutton, corn, squash (Navajo)","2019-04-01"
"168045","Fish, salmon, sockeye (red), raw (Alaska Native)","2019-04-01"
"168046","Fish, Salmon, Chum, raw (Alaska Native)","2019-04-01"
"168047","Fish, salmon, king (chinook), raw (Alaska Native)","2019-04-01"
"168048","Salmonberries, raw (Alaska Native)","2019-04-01"
"168049","Caribou, shoulder meat, dried (Alaska Native)","2019-04-01"
"168050","Caribou, hind quarter meat, raw (Alaska Native)","2019-04-01"
"168051","Seal, bearded (Oogruk), meat, dried, in oil (Alaska Native)","2019-04-01"
"168052","Fish, whitefish, dried (Alaska Native)","2019-04-01"
"168053","Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)","2019-04-01"
"168054","Fish, salmon, chum, dried (Alaska Native)","2019-04-01"
"168055","Elk, free range, ground, cooked patties (Shoshone Bannock)","2019-04-01"
"168056","Elk, free range, ground, raw (Shoshone Bannock)","2019-04-01"
"168057","Elk, free range, roast, eye of round, cooked (Shoshone Bannock)","2019-04-01"
"168058","Chokecherries, raw, pitted (Shoshone Bannock)","2019-04-01"
"168059","Steelhead trout, dried, flesh (Shoshone Bannock)","2019-04-01"
"168060","Steelhead trout, boiled, canned (Alaska Native)","2019-04-01"
"168061","Acorn stew (Apache)","2019-04-01"
"168062","Restaurant, Italian, chicken parmesan without pasta","2019-04-01"
"168063","Restaurant, Latino, arroz con leche (rice pudding)","2019-04-01"
"168064","Restaurant, Latino, Arroz con frijoles negros (rice and black beans)","2019-04-01"
"168065","Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)","2019-04-01"
"168066","Restaurant, Latino, Arroz con grandules (rice and pigeonpeas)","2019-04-01"
"168067","Restaurant, Latino, tamale, pork","2019-04-01"
"168068","Restaurant, Latino, black bean soup","2019-04-01"
"168069","Restaurant, Latino, tripe soup","2019-04-01"
"168070","Restaurant, Latino, arepa (unleavened cornmeal bread)","2019-04-01"
"168071","Restaurant, Latino, bunuelos (fried yeast bread)","2019-04-01"
"168072","Restaurant, Chinese, beef and vegetables","2019-04-01"
"168073","CRACKER BARREL, chicken tenderloin platter, fried, from kid's menu","2019-04-01"
"168074","CRACKER BARREL, country fried shrimp platter","2019-04-01"
"168075","CRACKER BARREL, farm raised catfish platter","2019-04-01"
"168076","DENNY'S, mozzarella cheese sticks","2019-04-01"
"168077","DENNY'S, golden fried shrimp","2019-04-01"
"168078","DENNY'S, macaroni & cheese, from kid's menu","2019-04-01"
"168079","DENNY'S, chicken nuggets, star shaped, from kid's menu","2019-04-01"
"168080","Restaurant, Chinese, shrimp and vegetables","2019-04-01"
"168081","Restaurant, Chinese, sweet and sour chicken","2019-04-01"
"168082","Restaurant, Chinese, sweet and sour pork","2019-04-01"
"168083","Restaurant, Chinese, chicken chow mein","2019-04-01"
"168084","Restaurant, Chinese, vegetable chow mein, without meat or noodles","2019-04-01"
"168085","OLIVE GARDEN, spaghetti with meat sauce","2019-04-01"
"168086","CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce","2019-04-01"
"168087","Restaurant, Chinese, sesame chicken","2019-04-01"
"168088","Syrups, grenadine","2019-04-01"
"168089","Imitation cheese, american or cheddar, low cholesterol","2019-04-01"
"168090","Babyfood, banana juice with low fat yogurt","2019-04-01"
"168091","Babyfood, mixed fruit juice with low fat yogurt","2019-04-01"
"168092","Ham, turkey, sliced, extra lean, prepackaged or deli","2019-04-01"
"168093","Salad dressing, peppercorn dressing, commercial, regular","2019-04-01"
"168094","Mayonnaise, reduced-calorie or diet, cholesterol-free","2019-04-01"
"168095","Granola bar, soft, milk chocolate coated, peanut butter","2019-04-01"
"168096","Salad dressing, italian dressing, reduced calorie","2019-04-01"
"168097","Cream substitute, liquid, light","2019-04-01"
"168098","Cheese, monterey, low fat","2019-04-01"
"168099","Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free","2019-04-01"
"168100","Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free","2019-04-01"
"168101","Bologna, beef, low fat","2019-04-01"
"168102","Candies, MARS SNACKFOOD US, TWIX chocolate fudge cookie bars","2019-04-01"
"168103","Frozen yogurts, chocolate, nonfat milk, sweetened without sugar","2019-04-01"
"168104","Frozen yogurts, chocolate","2019-04-01"
"168105","Frozen yogurts, flavors other than chocolate","2019-04-01"
"168106","Papad","2019-04-01"
"168107","Rice cake, cracker (include hain mini rice cakes)","2019-04-01"
"168108","Candies, MARS SNACKFOOD US, M&M's Almond Chocolate Candies","2019-04-01"
"168109","Salad Dressing, coleslaw, reduced fat","2019-04-01"
"168110","Pork, cured, ham, low sodium, lean and fat, cooked","2019-04-01"
"168111","Pork, cured, ham, boneless, low sodium, extra lean (approximately 5% fat), roasted","2019-04-01"
"168112","Salad dressing, mayonnaise and mayonnaise-type, low calorie","2019-04-01"
"168113","Frozen novelties, juice type, orange","2019-04-01"
"168114","Cheese, cottage, lowfat, 1% milkfat, no sodium added","2019-04-01"
"168115","Mayonnaise, low sodium, low calorie or diet","2019-04-01"
"168116","Snacks, tortilla chips, unsalted, white corn","2019-04-01"
"168117","Cranberry juice, unsweetened","2019-04-01"
"168118","Beef, bologna, reduced sodium","2019-04-01"
"168119","Turnip greens, canned, no salt added","2019-04-01"
"168120","Turkey, light or dark meat, smoked, cooked, with skin, bone removed","2019-04-01"
"168121","Cheese, pasteurized process, cheddar or American, low sodium","2019-04-01"
"168122","Beverages, coffee, instant, with whitener, reduced calorie","2019-04-01"
"168123","Beverages, cranberry-apple juice drink, low calorie, with vitamin C added","2019-04-01"
"168124","Cheese, swiss, low sodium","2019-04-01"
"168125","Babyfood, dinner, macaroni, beef and tomato sauce, toddler","2019-04-01"
